,,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points
Dan Schlitter,80219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,4,0,1,2,4,3,0,0,0,3,1,2,0,0,1,5,1,1,2,2,3,1,1,1,1,2,1,6,0,0,3,6,1,3,2,4,3,3,2,1,3,1,1,2,2,3,2,0,2,7,4,4,2,0,3,3,1,4,1,2,1,3,3,2,1,5,3,4,5,2,5,1,6,5,1,2,6,6,1,8,7,2,4,3,6,3,5,6,9,4,7,4,6,3,4,6,5,5,5,5,4,8,0,5,3,4,4,0,5,5,11,2,10,8,6,7,2,4,7,3,8,3,7,3,6,5,3,4,7,2,6,9,4,11,7,6,6,4,7,9,5,5,5,4,2,4,2,7,3,8,0,3,3,3,2,1,5,3,2,9,14,11,16,20,22,16,21,18,29,37,36,30,24,25,19,17,14,13,8,6,4,2,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dana Vicich,26228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,3,1,1,0,2,0,2,1,0,2,1,0,2,3,3,2,1,0,1,0,1,0,1,2,0,0,1,1,2,0,0,3,1,0,1,2,0,2,1,0,1,2,3,3,0,1,2,3,0,8,2,3,4,0,1,1,2,2,0,3,2,3,5,6,4,4,3,1,1,2,0,5,3,5,4,5,3,1,3,3,5,4,7,5,4,5,4,4,3,11,3,6,6,4,7,8,6,4,1,7,6,5,8,9,4,6,2,1,3,4,1,3,7,5,8,3,7,6,9,5,3,4,8,3,10,8,3,10,7,6,5,8,5,5,3,6,5,4,3,7,6,6,5,5,7,5,2,3,4,2,4,0,2,2,5,5,2,3,2,1,4,2,4,5,2,2,4,3,2,3,0,1,5,2,1,1,1,2,1,2,1,1,1,2,0,0,0,0,0,0,1,0,0,0,1,1,1,3,3,4,5,6,6,14,9,9,10,15,27,26,23,29,35,25,25,25,19,12,18,17,9,6,8,5,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Ainsworth,101541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,6,10,18,31,39,60,93,97,104,114,96,95,65,55,40,14,10,12,4,5,0,0,0,0,0,0,0,0
Daniel Brooks-Wells,79228,0,0,0,0,0,1,1,2,2,2,2,2,6,3,4,3,6,9,7,10,8,15,16,11,9,11,14,8,18,9,13,10,6,23,22,19,13,12,20,19,17,19,21,13,12,15,17,23,22,27,20,23,16,10,12,16,13,16,18,18,16,15,10,13,16,13,8,8,7,10,9,8,7,6,9,14,10,6,6,6,3,5,1,3,9,7,2,6,4,4,3,5,2,4,2,1,3,0,4,5,1,2,2,2,2,2,4,0,1,0,2,1,1,3,3,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Konecný,77759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,3,3,0,1,0,0,0,1,1,1,2,0,2,1,2,1,3,2,3,1,2,0,1,2,2,3,1,1,2,1,3,0,4,1,1,4,0,2,3,1,4,3,1,3,1,3,1,5,0,4,1,2,2,2,3,2,3,0,1,2,1,4,1,1,0,0,0,0,1,0,2,0,0,0,3,3,4,2,1,1,1,0,1,0,1,1,0,0,1,4,5,2,1,0,1,2,0,0,0,2,2,1,1,0,0,2,1,2,1,0,0,1,2,1,0,1,1,1,0,0,1,1,1,0,0,2,0,0,0,1,2,1,0,0,0,4,1,1,1,2,0,2,0,0,1,4,2,0,1,0,1,0,0,0,0,0,0,0,0,1,2,0,0,1,2,2,2,2,1,1,3,0,0,3,0,2,0,0,1,2,0,0,0,1,1,3,4,5,12,11,13,30,30,40,48,43,59,72,58,61,58,55,30,32,29,22,11,13,6,5,4,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Maier,53374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,2,0,0,1,0,0,1,0,0,1,1,0,2,2,0,1,2,0,1,0,0,1,4,1,0,0,1,2,0,1,2,1,1,2,1,0,1,0,1,0,0,0,0,0,0,3,0,1,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,1,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,1,3,4,7,15,14,16,32,34,44,57,61,73,85,69,76,69,67,38,39,36,25,18,16,9,6,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Rubalcaba,93600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,2,1,1,2,1,0,2,2,0,1,2,1,3,1,4,2,3,1,1,4,0,0,2,4,2,3,5,7,3,4,7,2,4,5,3,1,6,4,6,3,3,4,7,4,2,4,2,0,6,6,3,5,5,7,2,8,4,4,8,6,7,7,6,5,9,7,5,6,1,3,7,5,9,8,7,4,4,6,4,5,7,3,6,5,4,6,6,4,6,6,1,2,2,6,2,1,3,2,3,2,5,2,2,4,2,1,1,0,2,1,1,0,1,1,1,2,1,0,1,0,1,1,1,0,1,2,1,0,1,2,2,2,3,2,1,0,5,2,1,1,3,1,0,4,3,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,2,6,5,9,8,9,22,32,38,39,48,55,46,57,47,35,21,17,12,5,2,2,1,0
Danny Beauchamp,76153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,2,1,4,0,2,4,0,1,1,0,1,2,2,3,4,1,1,3,1,0,2,1,1,1,3,2,0,2,4,3,1,3,1,3,1,1,0,2,3,2,2,0,1,3,3,3,2,2,5,2,3,5,3,6,2,3,5,1,7,4,2,4,3,7,4,4,6,5,7,6,4,7,5,6,4,5,2,5,7,5,4,4,8,6,2,3,3,2,0,3,5,3,5,4,7,1,1,6,5,5,9,10,4,4,7,10,5,4,4,3,7,2,2,8,7,8,3,7,4,4,6,2,3,8,3,4,4,5,3,3,2,2,1,4,2,6,3,2,0,3,2,1,3,0,4,2,1,3,0,1,5,1,0,2,0,1,1,2,0,1,0,3,0,0,0,0,0,0,2,0,2,0,0,1,1,2,1,4,4,8,10,14,11,13,9,25,30,31,27,33,37,27,33,27,20,18,21,13,15,8,7,6,3,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daren DeWitt,59673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,0,1,0,0,0,0,2,0,0,2,1,2,1,2,1,5,3,3,3,0,3,2,3,0,3,5,4,1,3,1,2,1,2,0,1,2,2,0,1,4,1,0,1,2,2,4,1,2,4,1,2,1,5,7,3,4,4,6,4,3,6,5,6,6,2,3,5,8,1,4,2,4,4,3,4,4,2,2,1,3,4,2,3,3,2,1,4,0,3,4,2,0,5,1,1,1,2,0,1,3,1,0,0,1,2,2,0,1,2,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,3,0,3,2,2,0,1,0,0,0,1,1,0,1,1,2,0,0,1,0,0,1,0,0,0,1,0,1,2,0,2,2,1,1,2,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,5,9,8,10,17,22,39,54,50,75,78,65,80,60,38,35,20,15,6,3,3,3,1
Darrin Wilder,95841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,8,8,12,27,56,70,71,105,110,101,116,95,67,49,38,36,11,5,6,4,1
Das Loomis,35956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,1,2,1,1,1,2,0,1,0,0,1,0,1,1,0,1,1,2,0,0,1,1,2,0,0,2,2,2,0,0,2,2,2,1,1,2,1,4,3,1,2,1,0,1,1,2,1,1,2,3,2,2,4,4,1,4,3,1,2,3,2,5,2,0,2,2,5,2,0,1,0,0,2,1,1,4,3,4,3,1,1,0,2,1,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,1,0,4,1,1,1,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,3,4,4,10,13,14,29,54,61,54,90,89,78,94,67,53,35,31,25,10,3,3,2,1
David Christie,89643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,8,9,12,28,56,68,70,99,107,98,114,90,63,48,38,35,11,4,6,4,1
David Feldberg,12626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,2,1,1,1,2,1,1,2,4,2,3,1,0,5,1,3,3,3,3,6,3,10,10,7,4,5,9,6,2,9,3,6,9,9,4,9,10,10,7,12,6,7,7,8,9,6,9,6,8,14,15,6,17,7,14,3,9,7,6,9,6,7,3,5,6,9,7,6,11,4,7,5,6,8,7,8,4,6,2,5,4,7,8,7,6,5,11,5,5,4,4,3,5,9,5,6,5,7,7,5,5,5,5,3,4,9,10,1,5,4,5,8,5,3,2,3,7,5,2,3,5,6,3,4,4,2,1,5,1,1,2,1,5,2,1,3,2,0,3,3,3,3,0,3,2,2,3,1,2,2,1,1,4,1,2,3,5,2,0,0,1,0,4,1,0,1,1,2,1,0,3,1,1,3,2,2,0,1,2,6,2,1,1,0,3,1,0,2,2,2,5,7,10,7,8,7,6,12,7,8,10,9,15,11,3,7,6,4,2,5,3,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Jordan Bretado,26981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,3,1,1,2,1,1,0,1,2,1,1,1,5,3,3,3,5,5,5,3,4,7,2,1,1,6,8,6,10,6,3,10,4,3,2,5,8,6,5,2,5,2,0,3,3,1,4,2,6,2,5,2,5,6,6,8,6,6,3,7,4,8,7,4,11,8,6,5,4,10,9,5,5,7,6,9,7,6,4,3,6,7,8,5,2,2,6,5,2,3,3,3,3,5,4,3,3,3,4,4,4,1,6,2,3,0,2,3,0,1,3,1,2,0,0,0,1,3,0,0,1,0,2,0,0,2,0,1,2,3,1,3,1,1,0,6,0,5,2,0,2,3,0,2,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,3,4,5,5,5,14,16,36,42,39,47,45,38,52,42,22,14,14,15,2,1,4,0,0
David Madruga,32315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,2,3,1,0,2,0,0,2,0,3,1,1,1,0,2,5,2,4,3,3,1,2,2,2,2,4,1,0,1,2,6,3,4,3,1,2,0,1,0,0,4,3,1,4,1,1,3,3,2,4,3,1,3,1,2,4,4,3,3,2,2,2,2,6,2,6,4,0,0,7,1,1,0,1,4,2,2,3,0,1,1,4,1,3,3,1,1,3,1,0,2,5,2,2,2,2,0,2,2,3,1,2,0,1,1,1,1,3,2,2,2,3,0,2,1,1,1,1,0,1,2,1,1,2,0,2,1,0,0,0,2,0,1,2,1,1,1,1,0,0,1,0,1,2,1,3,1,1,0,1,1,1,3,0,0,1,0,2,1,1,0,0,0,1,2,1,2,3,1,0,3,2,1,1,1,2,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,2,1,2,0,0,1,0,0,4,1,0,0,2,0,2,0,1,1,0,0,1,2,1,3,4,5,9,10,13,28,23,33,40,44,54,62,45,55,52,46,32,31,28,18,11,9,8,2,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Stepp,82360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,8,8,12,27,56,70,71,105,110,101,116,95,67,49,38,36,11,5,6,4,1
