,,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points
Miles Seaborn,29264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,2,1,2,0,0,3,2,2,3,5,3,0,3,2,4,2,2,1,1,3,4,6,2,2,3,4,4,2,6,5,3,2,3,4,5,2,6,2,3,2,4,3,4,2,8,3,3,3,2,2,3,3,4,4,7,2,8,4,7,3,6,3,5,5,4,6,3,2,2,3,8,3,3,1,4,4,6,1,2,7,8,3,4,4,0,5,2,3,5,4,1,2,4,5,4,3,0,1,2,5,3,2,2,0,6,6,1,0,1,2,0,2,3,4,6,2,4,2,5,3,0,3,3,0,2,0,2,2,0,1,0,3,3,2,3,3,0,4,2,1,0,3,6,2,2,1,6,2,1,0,1,1,2,5,2,1,1,1,3,1,3,4,4,2,5,4,6,14,13,22,28,23,35,32,32,32,42,32,39,39,25,23,19,12,9,12,10,3,6,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mitchell Privette,44938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,4,1,0,2,0,0,0,0,0,0,1,0,1,1,1,1,2,0,0,1,0,0,0,2,1,0,0,2,1,1,2,1,0,1,0,2,0,0,2,0,1,1,2,1,2,1,1,3,2,0,0,0,1,2,0,2,0,0,1,2,2,6,5,4,0,2,0,1,1,1,1,2,5,2,1,1,0,4,2,1,0,2,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,3,1,0,2,2,0,0,0,0,2,0,0,0,0,1,1,0,1,0,3,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,1,2,0,1,1,1,2,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,2,1,3,5,7,14,14,14,30,29,42,54,54,64,78,68,69,59,54,36,35,31,24,12,17,10,4,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morten Brenna,79859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,3,1,0,1,2,1,1,1,1,1,1,4,1,0,1,2,2,2,1,2,1,1,4,2,2,2,1,0,0,1,1,2,3,0,1,4,4,3,3,4,0,2,0,1,1,3,1,1,1,1,1,2,1,3,1,1,0,0,3,0,3,0,5,1,0,2,1,0,1,3,3,2,4,1,1,0,3,1,2,2,1,1,2,0,1,0,2,2,2,2,2,3,0,1,1,0,0,0,1,2,0,1,1,0,2,0,1,1,0,1,1,1,1,0,3,0,1,1,1,0,1,0,1,4,1,3,2,1,3,2,0,0,1,0,0,1,1,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,1,1,0,0,1,1,0,0,1,0,2,1,0,1,0,0,2,1,2,4,5,14,14,14,28,28,37,45,53,55,76,69,62,57,51,32,38,30,22,10,14,8,5,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morten Kristiansen,111626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,2,2,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2,1,0,1,0,0,0,0,0,0,1,2,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,5,7,15,16,15,34,33,43,56,61,72,88,74,72,70,71,37,47,36,27,16,15,11,6,5,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myles Harding,10466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2,1,3,5,7,15,16,15,33,37,46,55,62,73,88,76,74,73,65,39,49,38,27,18,17,12,5,5,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nate Corder,44800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,2,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2,0,0,0,2,2,1,0,0,0,1,1,2,1,1,2,0,1,1,0,1,2,0,1,2,1,1,0,0,1,0,2,1,0,1,2,0,2,0,0,1,1,1,0,0,2,0,0,0,1,0,2,2,1,0,0,0,0,2,2,0,1,0,1,1,1,2,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,2,0,2,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,0,2,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,2,1,2,6,7,14,15,16,34,34,44,53,53,68,81,64,72,68,60,39,41,33,22,14,14,11,6,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nate Metzler,41220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,5,7,15,16,16,35,37,47,60,63,77,89,78,78,75,71,43,49,38,29,18,17,12,6,5,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nate Perkins,65737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1,0,1,2,4,0,1,1,2,3,4,5,1,5,9,4,9,7,3,7,10,8,7,11,9,13,22,12,8,13,15,14,17,15,10,11,18,18,17,14,18,15,14,23,15,22,21,13,7,14,11,17,14,17,11,16,10,14,16,10,8,14,13,14,10,12,10,13,10,14,11,9,9,7,14,9,8,7,5,11,12,6,7,3,6,9,10,4,6,10,3,4,6,3,4,8,3,1,1,2,2,4,2,5,2,0,3,2,2,1,0,1,1,0,2,4,1,0,0,0,1,1,1,3,0,1,0,0,1,2,1,0,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathan Cordova,99266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,2,0,1,0,0,0,1,0,1,1,1,1,1,1,3,2,1,1,0,2,3,2,1,0,1,2,1,0,3,2,0,1,0,2,2,2,3,3,3,2,3,4,5,3,4,3,3,4,4,3,3,2,3,6,1,5,3,3,4,5,4,4,5,2,2,1,1,3,1,4,3,6,3,2,7,1,2,1,3,2,3,6,1,2,3,2,1,1,0,1,1,0,1,0,2,0,2,1,1,0,0,0,1,0,1,1,0,0,0,3,1,1,1,2,3,2,0,1,3,1,1,0,1,0,2,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,5,4,5,6,9,14,22,42,55,48,85,89,81,74,65,44,29,20,24,7,3,4,2,0
Nathan Queen,68286,0,0,1,5,8,5,18,16,15,21,24,38,34,27,33,29,28,34,27,23,31,39,29,28,18,25,26,21,24,27,22,23,24,10,15,13,17,21,16,15,6,13,13,7,17,12,8,11,8,5,11,7,4,7,3,1,7,3,2,2,1,1,1,1,3,3,2,0,0,2,1,1,0,1,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathan Sexton,18824,0,0,0,0,0,1,2,5,2,13,7,14,12,22,14,23,12,22,19,22,16,25,28,20,18,25,26,33,27,34,35,28,17,23,14,26,23,13,24,18,20,18,24,17,16,15,13,13,15,15,8,19,10,6,12,13,9,7,8,8,5,5,5,3,4,1,3,4,3,6,1,4,1,2,2,1,1,2,2,0,3,2,1,2,0,0,0,0,2,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathan Vincent,130170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,1,1,1,0,0,2,0,0,1,1,1,2,1,0,0,1,1,3,1,0,1,2,4,0,0,1,1,0,1,0,1,1,0,1,2,3,1,1,1,0,4,1,0,2,1,3,2,1,3,1,0,1,2,1,0,2,1,3,2,4,1,2,2,2,1,3,1,5,3,1,1,3,4,2,4,3,0,3,8,3,4,4,3,4,3,4,4,1,3,5,5,4,2,2,2,1,4,5,4,3,3,7,8,3,3,7,2,7,6,4,4,5,6,7,2,6,10,5,6,4,7,6,6,3,2,7,6,4,5,7,8,4,3,2,4,5,6,3,0,3,5,7,3,4,4,6,4,2,3,3,5,6,5,4,4,3,3,3,1,4,2,2,3,1,1,0,1,0,0,1,2,0,2,0,0,0,0,1,0,0,2,2,1,2,3,1,1,2,4,5,10,10,11,15,9,15,28,35,26,33,32,36,34,34,37,25,25,17,15,18,6,7,6,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neal Swanson,24965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,0,1,1,0,0,0,0,1,0,1,1,2,2,0,1,0,1,1,1,3,2,1,3,1,2,3,3,2,2,0,3,2,6,7,1,3,4,4,4,3,0,5,4,4,1,1,3,4,2,1,4,4,1,5,3,2,2,3,5,1,6,5,2,3,5,4,5,6,5,6,7,5,8,7,8,10,8,7,3,10,2,1,7,9,3,5,2,4,7,3,8,2,3,3,5,1,3,3,4,6,3,2,3,2,3,3,3,2,4,3,0,2,2,3,2,0,0,3,1,1,0,2,0,0,0,0,0,1,1,1,2,0,2,1,0,0,1,1,0,1,0,0,2,2,1,2,2,2,0,2,1,0,2,0,0,0,0,0,1,1,0,0,0,0,2,0,2,0,0,1,0,2,0,4,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,1,3,6,13,24,28,50,60,52,58,60,65,56,29,31,18,5,5,7,1,3,0,0,0,0,0,0,0,0
Neil Myers,69947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,8,8,12,27,56,70,71,105,110,101,116,95,67,49,38,36,11,5,6,4,1
Nicholas Carl,82935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,3,2,6,11,9,24,29,30,47,44,54,51,59,69,80,66,65,73,48,49,45,33,23,18,23,13,7,8,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicholas Gill,33838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,0,1,2,0,0,0,0,0,0,1,0,0,2,0,3,2,1,3,0,0,1,2,3,2,0,2,2,0,3,1,1,0,2,7,2,0,2,2,1,3,6,1,2,1,2,6,5,2,5,3,4,2,2,0,2,2,6,4,8,3,4,1,8,5,5,6,5,2,5,5,2,6,4,2,5,2,5,1,5,2,6,2,3,4,1,7,3,6,3,7,8,3,3,4,1,2,1,0,4,3,0,1,2,1,4,0,1,3,2,2,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,2,1,0,1,5,4,2,1,0,1,2,1,1,2,1,1,1,0,0,2,2,0,0,0,1,0,0,0,0,1,1,1,1,2,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,5,12,11,16,23,43,42,45,67,77,72,72,58,35,23,22,17,6,3,3,2,0
